age,job,education,balance,contact,deposit
81,services,tertiary,716.32,unknown,no
55,admin.,secondary,1926.7,unknown,yes
67,management,secondary,1205.93,cellular,no
47,blue-collar,tertiary,304.18,cellular,no
68,entrepreneur,tertiary,311.54,cellular,no
80,blue-collar,secondary,3972.58,cellular,yes
69,self-employed,secondary,561.33,unknown,no
55,admin.,tertiary,1159.99,cellular,yes
47,admin.,secondary,4999.16,cellular,yes
68,blue-collar,secondary,4333.41,cellular,yes
22,services,tertiary,2000.62,telephone,yes
46,technician,tertiary,1373.6,unknown,yes
21,services,secondary,1489.53,cellular,no
27,technician,tertiary,1558.86,unknown,no
73,management,primary,5445.41,unknown,no
34,management,secondary,584.3,unknown,no
91,management,tertiary,513.63,cellular,no
34,blue-collar,secondary,926.6,unknown,yes
86,management,secondary,2053.4,cellular,yes
51,technician,secondary,1442.57,unknown,no
23,technician,secondary,314.76,cellular,no
70,services,primary,1446.9,telephone,yes
83,blue-collar,secondary,410.38,cellular,no
94,blue-collar,tertiary,787.33,cellular,no
60,blue-collar,secondary,4726.56,unknown,no
92,technician,secondary,2161.2,cellular,no
40,management,tertiary,80.69,cellular,no
72,management,tertiary,717.41,cellular,no
92,management,primary,612.69,cellular,yes
33,management,primary,2217.18,cellular,no
25,management,secondary,1080.88,unknown,no
21,management,tertiary,8580.99,unknown,yes
21,blue-collar,secondary,2206.21,cellular,no
73,admin.,tertiary,1851.59,cellular,yes
42,blue-collar,primary,2669.74,cellular,no
84,technician,secondary,3069.06,unknown,yes
84,admin.,secondary,681.71,unknown,yes
44,student,tertiary,1605.94,cellular,yes
49,self-employed,tertiary,1863.99,unknown,yes
67,admin.,secondary,1294.73,cellular,no
78,management,unknown,1769.43,cellular,yes
68,technician,tertiary,2233.31,cellular,yes
36,management,secondary,594.91,cellular,no
38,unemployed,secondary,188.57,cellular,no
22,self-employed,tertiary,3922.76,cellular,no
59,retired,secondary,1855.39,cellular,no
78,services,secondary,1900.55,cellular,no
39,retired,tertiary,2568.96,cellular,yes
38,services,tertiary,1737.31,unknown,no
87,housemaid,tertiary,6216.04,cellular,no
18,entrepreneur,secondary,4764.35,cellular,yes
22,management,tertiary,1995.22,cellular,yes
29,services,unknown,846.99,cellular,no
63,services,secondary,3712.37,cellular,yes
51,admin.,tertiary,5461.78,unknown,yes
66,blue-collar,primary,3637.23,cellular,no
62,management,tertiary,482.52,cellular,yes
44,services,tertiary,795.72,cellular,no
90,management,secondary,220.26,cellular,no
43,blue-collar,tertiary,2766.94,unknown,yes
64,technician,tertiary,1970.68,cellular,yes
73,unemployed,tertiary,667.76,cellular,no
80,housemaid,unknown,6086.42,unknown,yes
65,self-employed,secondary,1066.62,cellular,yes
78,management,secondary,3048.29,unknown,no
43,technician,secondary,991.2,unknown,yes
53,management,tertiary,1293.23,cellular,yes
18,services,secondary,1821.36,unknown,yes
25,technician,tertiary,1577.19,cellular,no
69,retired,secondary,313.21,cellular,no
64,management,secondary,3144.01,cellular,no
73,entrepreneur,secondary,3476.7,unknown,yes
31,admin.,primary,3861.1,cellular,yes
45,retired,tertiary,3157.39,cellular,no
19,blue-collar,primary,1301.38,cellular,no
43,blue-collar,tertiary,4830.89,unknown,yes
31,entrepreneur,secondary,3151.26,cellular,no
76,blue-collar,secondary,4921.19,cellular,no
73,unknown,unknown,3011.64,cellular,no
24,services,tertiary,2845.79,cellular,no
20,management,secondary,2544.79,cellular,yes
40,admin.,tertiary,625.45,cellular,no
35,admin.,secondary,4237.93,cellular,yes
55,technician,secondary,2019.23,cellular,no
32,admin.,secondary,690.24,unknown,no
81,technician,primary,870.72,unknown,no
45,technician,secondary,1924.93,cellular,no
91,admin.,secondary,4257.02,cellular,yes
56,housemaid,secondary,388.15,cellular,no
74,admin.,secondary,3087.52,cellular,yes
34,blue-collar,tertiary,3454.0,cellular,yes
61,technician,secondary,902.58,unknown,no
42,housemaid,secondary,1228.56,cellular,no
34,housemaid,primary,7637.3,unknown,yes
30,blue-collar,secondary,2375.39,cellular,no
42,blue-collar,secondary,646.06,cellular,no
85,admin.,secondary,370.14,unknown,no
27,student,tertiary,1455.98,cellular,yes
84,entrepreneur,primary,2229.48,cellular,no
35,housemaid,secondary,358.71,cellular,no
51,blue-collar,primary,969.33,cellular,no
25,services,tertiary,3258.48,unknown,no
57,housemaid,tertiary,4436.8,cellular,no
59,services,secondary,1127.84,cellular,no
58,management,secondary,258.75,unknown,no
23,admin.,tertiary,515.49,cellular,no
69,unknown,primary,683.07,cellular,yes
43,technician,tertiary,709.4,telephone,yes
81,technician,secondary,1174.56,cellular,no
76,management,secondary,4513.89,cellular,yes
73,blue-collar,tertiary,1249.81,unknown,yes
76,retired,tertiary,3458.69,cellular,no
87,technician,secondary,1688.78,unknown,no
50,admin.,secondary,4279.03,cellular,yes
70,blue-collar,secondary,6785.85,unknown,no
39,student,tertiary,1627.48,unknown,no
38,blue-collar,tertiary,4143.02,cellular,no
87,management,primary,777.25,cellular,yes
87,housemaid,tertiary,578.68,cellular,no
21,management,secondary,1264.45,cellular,no
92,management,tertiary,1307.4,unknown,no
79,management,unknown,548.71,unknown,yes
79,management,primary,2099.72,unknown,no
41,blue-collar,primary,242.63,unknown,no
72,management,secondary,1874.44,unknown,no
26,services,tertiary,1155.32,unknown,no
20,technician,primary,2723.66,unknown,yes
48,admin.,tertiary,1319.12,cellular,yes
57,management,secondary,6021.97,unknown,no
53,technician,unknown,779.98,unknown,no
41,technician,secondary,8194.12,cellular,yes
23,blue-collar,secondary,942.27,unknown,yes
83,blue-collar,secondary,3448.94,cellular,yes
92,blue-collar,tertiary,1910.33,cellular,yes
21,management,secondary,3486.01,cellular,yes
23,housemaid,secondary,2560.22,cellular,no
68,self-employed,tertiary,2477.1,cellular,no
79,blue-collar,tertiary,157.25,cellular,no
74,retired,tertiary,2732.95,unknown,no
83,services,secondary,565.99,unknown,no
92,student,tertiary,479.04,unknown,no
25,technician,secondary,693.33,cellular,no
43,technician,secondary,2214.7,cellular,yes
68,management,secondary,2729.05,unknown,yes
62,admin.,primary,3408.45,unknown,yes
61,student,secondary,1044.69,unknown,yes
22,management,secondary,2214.59,cellular,yes
87,management,secondary,7564.79,cellular,yes
43,blue-collar,secondary,2691.02,telephone,yes
85,management,primary,1905.99,unknown,no
36,admin.,primary,1610.28,cellular,no
37,retired,secondary,2430.28,cellular,no
29,blue-collar,secondary,11339.43,cellular,yes
64,management,secondary,3288.58,cellular,yes
18,blue-collar,tertiary,1411.59,cellular,yes
31,technician,secondary,3052.08,cellular,no
81,technician,secondary,5262.97,telephone,no
55,technician,tertiary,420.7,unknown,yes
54,management,secondary,1567.1,unknown,yes
28,unemployed,secondary,2987.46,unknown,yes
94,blue-collar,secondary,1943.35,cellular,yes
20,management,secondary,1789.45,cellular,yes
50,management,tertiary,3683.44,cellular,yes
23,blue-collar,unknown,5236.53,unknown,yes
67,technician,secondary,819.84,unknown,no
27,technician,secondary,7457.83,cellular,no
22,student,primary,1671.81,cellular,no
40,retired,primary,3300.14,cellular,no
27,student,secondary,3094.32,cellular,yes
61,services,tertiary,2548.71,cellular,yes
19,blue-collar,secondary,3833.13,unknown,yes
30,technician,tertiary,582.86,cellular,no
57,technician,unknown,1702.36,telephone,no
19,management,tertiary,2158.71,cellular,yes
82,services,secondary,1687.72,cellular,yes
80,technician,secondary,510.71,cellular,no
90,technician,tertiary,850.43,unknown,yes
34,admin.,tertiary,708.01,cellular,no
26,blue-collar,tertiary,1604.23,unknown,no
92,management,secondary,7850.92,cellular,yes
32,admin.,tertiary,4831.34,unknown,no
41,technician,tertiary,1829.96,cellular,yes
55,admin.,secondary,1668.85,cellular,yes
52,retired,secondary,337.57,cellular,no
66,admin.,secondary,2432.04,cellular,yes
86,blue-collar,tertiary,2924.98,cellular,yes
79,admin.,tertiary,4520.99,cellular,yes
77,technician,primary,950.03,unknown,yes
67,housemaid,secondary,1647.64,unknown,yes
92,blue-collar,primary,811.52,cellular,yes
26,admin.,tertiary,786.89,telephone,no
51,blue-collar,secondary,3913.09,telephone,yes
93,management,secondary,1753.59,unknown,no
52,unemployed,secondary,2938.3,cellular,yes
18,retired,unknown,1550.29,cellular,no
57,blue-collar,secondary,1283.74,cellular,yes
81,student,secondary,2272.45,cellular,yes
39,technician,secondary,706.86,cellular,yes
77,retired,primary,2634.06,cellular,no
81,management,secondary,3105.64,cellular,yes
89,admin.,secondary,4412.85,cellular,yes
28,admin.,secondary,1615.63,cellular,yes
31,admin.,secondary,2399.54,unknown,no
77,retired,secondary,239.02,cellular,no
47,management,tertiary,728.86,cellular,yes
52,management,primary,1075.25,cellular,no
54,admin.,primary,1819.83,cellular,yes
22,management,tertiary,2601.09,unknown,no
43,unknown,secondary,1841.27,cellular,no
79,management,tertiary,873.15,cellular,yes
21,retired,secondary,1412.7,unknown,yes
59,blue-collar,secondary,602.16,cellular,no
35,blue-collar,primary,160.01,cellular,no
57,management,primary,832.51,cellular,yes
89,unemployed,tertiary,2064.43,cellular,no
56,management,primary,570.79,cellular,no
31,entrepreneur,unknown,4894.52,cellular,yes
49,technician,tertiary,1118.87,cellular,no
68,services,tertiary,822.22,cellular,no
55,admin.,tertiary,1760.81,cellular,yes
40,blue-collar,secondary,2064.54,unknown,no
80,management,secondary,1748.12,unknown,yes
32,technician,tertiary,861.53,cellular,yes
42,technician,secondary,4040.91,unknown,no
34,housemaid,secondary,223.96,cellular,no
83,unemployed,secondary,4253.57,cellular,no
70,management,secondary,486.43,cellular,yes
68,retired,unknown,2519.58,cellular,yes
56,management,tertiary,2080.66,cellular,yes
68,management,tertiary,1241.49,cellular,no
87,housemaid,unknown,329.39,cellular,no
23,technician,primary,512.42,telephone,yes
84,management,tertiary,3421.88,cellular,yes
24,services,primary,3418.92,cellular,no
68,management,secondary,1379.49,telephone,no
89,management,secondary,1010.46,cellular,no
59,management,secondary,351.84,cellular,no
81,technician,tertiary,1931.17,unknown,no
32,management,tertiary,2197.45,cellular,yes
46,technician,tertiary,4812.88,cellular,yes
50,technician,tertiary,1808.01,unknown,no
44,admin.,secondary,1096.34,unknown,no
53,blue-collar,secondary,290.31,cellular,no
46,management,tertiary,1975.74,cellular,yes
55,retired,secondary,5730.33,cellular,yes
74,blue-collar,tertiary,536.53,cellular,no
44,blue-collar,tertiary,3138.61,unknown,no
72,management,tertiary,735.03,cellular,yes
50,management,secondary,251.2,unknown,no
85,management,tertiary,2250.48,unknown,no
83,retired,primary,2272.94,cellular,yes
27,management,unknown,818.52,cellular,yes
22,unemployed,primary,926.82,cellular,no
91,entrepreneur,tertiary,358.54,cellular,no
55,technician,secondary,2150.01,unknown,yes
30,technician,tertiary,781.44,cellular,no
48,retired,primary,3396.04,cellular,yes
64,services,secondary,1805.57,unknown,yes
69,admin.,secondary,1958.24,cellular,yes
73,entrepreneur,secondary,2569.45,telephone,no
32,technician,tertiary,1710.18,cellular,no
46,unknown,secondary,1201.55,cellular,no
25,blue-collar,secondary,1480.56,cellular,yes
22,blue-collar,primary,273.97,unknown,no
46,technician,tertiary,2565.2,cellular,yes
64,technician,secondary,2341.08,unknown,no
85,management,secondary,969.1,cellular,yes
93,technician,secondary,3292.4,cellular,yes
62,services,secondary,1546.79,cellular,no
19,services,secondary,1203.81,telephone,no
44,technician,tertiary,375.76,cellular,yes
53,technician,tertiary,2816.89,cellular,yes
53,blue-collar,tertiary,1712.63,cellular,no
43,technician,secondary,757.62,unknown,yes
60,admin.,tertiary,1311.81,cellular,yes
44,retired,primary,7863.91,telephone,yes
86,student,secondary,2024.08,cellular,no
37,services,secondary,1193.76,cellular,no
28,admin.,tertiary,1365.56,cellular,no
91,management,tertiary,308.05,cellular,no
55,housemaid,secondary,4997.88,cellular,no
23,blue-collar,tertiary,4228.66,unknown,no
89,retired,tertiary,1910.55,cellular,no
40,services,primary,396.44,cellular,no
64,management,secondary,568.26,cellular,no
63,admin.,tertiary,247.53,cellular,no
29,blue-collar,secondary,1165.89,cellular,yes
30,blue-collar,tertiary,475.38,cellular,no
79,self-employed,tertiary,1990.35,unknown,no
77,technician,secondary,1408.72,unknown,no
60,admin.,primary,291.94,cellular,no
93,management,secondary,2311.67,cellular,no
85,blue-collar,tertiary,532.52,cellular,no
22,blue-collar,secondary,2862.69,cellular,no
54,technician,tertiary,1011.17,cellular,no
89,technician,secondary,1036.03,cellular,yes
48,management,primary,214.48,unknown,no
26,services,primary,6846.59,cellular,no
68,entrepreneur,primary,1701.71,cellular,no
46,management,secondary,2462.75,cellular,yes
57,blue-collar,tertiary,3744.38,unknown,yes
58,management,secondary,1837.76,cellular,no
28,blue-collar,primary,719.19,cellular,no
40,services,tertiary,6725.26,cellular,no
18,unemployed,tertiary,6047.04,unknown,yes
63,technician,tertiary,2374.81,cellular,no
38,management,secondary,7433.63,unknown,yes
53,technician,tertiary,368.9,cellular,no
71,management,secondary,2197.79,unknown,yes
74,services,unknown,1139.58,unknown,yes
18,technician,primary,354.44,unknown,no
80,self-employed,tertiary,5528.71,unknown,no
71,technician,primary,1754.67,cellular,yes
72,blue-collar,secondary,3132.62,cellular,no
57,student,primary,3739.72,unknown,yes
32,admin.,secondary,997.44,cellular,yes
38,blue-collar,tertiary,2776.15,cellular,yes
64,technician,tertiary,6352.57,unknown,yes
90,admin.,secondary,1334.68,cellular,yes
70,management,secondary,1565.04,cellular,yes
26,self-employed,secondary,1377.99,cellular,yes
91,admin.,unknown,1776.65,unknown,no
69,management,secondary,3221.3,unknown,yes
74,management,tertiary,977.5,cellular,no
43,entrepreneur,tertiary,440.29,cellular,no
58,admin.,secondary,2340.79,unknown,no
52,blue-collar,secondary,799.74,cellular,yes
80,blue-collar,tertiary,1087.76,cellular,yes
42,blue-collar,secondary,2363.61,unknown,yes
92,self-employed,tertiary,4425.41,cellular,no
55,blue-collar,secondary,4076.17,cellular,no
19,admin.,secondary,450.49,cellular,no
24,management,tertiary,1291.55,unknown,no
51,management,secondary,230.95,cellular,no
34,services,primary,4949.74,cellular,no
60,management,primary,498.1,unknown,no
76,management,secondary,1708.56,cellular,yes
68,management,secondary,3440.94,cellular,no
71,student,secondary,5487.75,cellular,no
41,admin.,secondary,1921.91,cellular,no
42,unknown,tertiary,1223.72,cellular,yes
88,management,primary,1147.84,unknown,no
69,retired,secondary,2691.58,cellular,no
87,unemployed,secondary,2296.23,unknown,yes
50,services,secondary,733.21,telephone,yes
66,management,secondary,477.49,unknown,no
46,management,tertiary,6066.76,cellular,yes
80,management,tertiary,2089.68,telephone,yes
39,unknown,secondary,2126.92,telephone,no
43,blue-collar,secondary,1714.49,cellular,yes
45,admin.,primary,2156.87,cellular,yes
66,admin.,secondary,6710.11,unknown,yes
88,management,primary,693.15,unknown,no
66,admin.,secondary,4588.69,cellular,yes
37,retired,primary,494.87,telephone,no
80,technician,tertiary,1245.31,cellular,yes
78,management,secondary,3136.84,cellular,yes
66,admin.,primary,4331.95,cellular,yes
88,services,tertiary,1769.06,cellular,no
18,blue-collar,secondary,858.98,cellular,yes
30,management,secondary,576.13,cellular,no
68,student,tertiary,3785.77,cellular,no
73,entrepreneur,tertiary,628.29,cellular,no
79,services,tertiary,2674.19,unknown,no
49,admin.,tertiary,814.63,cellular,yes
47,unemployed,tertiary,4277.63,telephone,no
46,housemaid,tertiary,3817.65,unknown,no
66,blue-collar,tertiary,254.78,unknown,no
62,technician,secondary,3049.69,cellular,yes
47,student,primary,470.08,telephone,no
33,technician,secondary,478.68,cellular,yes
57,blue-collar,secondary,1069.72,cellular,no
36,housemaid,tertiary,1775.44,unknown,yes
35,technician,secondary,1270.08,unknown,yes
18,housemaid,secondary,1446.98,cellular,no
64,services,secondary,1434.05,cellular,yes
83,student,tertiary,1084.78,cellular,yes
55,services,unknown,2087.82,cellular,yes
68,self-employed,tertiary,1203.58,cellular,no
80,admin.,tertiary,1843.42,telephone,no
21,blue-collar,secondary,1737.05,telephone,no
18,management,secondary,4153.75,telephone,yes
25,management,secondary,912.33,cellular,no
46,technician,secondary,224.0,cellular,no
72,blue-collar,secondary,1661.5,cellular,yes
20,technician,secondary,1948.86,cellular,no
49,management,secondary,1347.66,cellular,no
27,technician,tertiary,2015.33,cellular,no
91,self-employed,primary,2965.01,cellular,yes
51,admin.,primary,721.9,unknown,no
72,technician,tertiary,2279.89,cellular,yes
